,position,avg_consult_mins,doctor_speed,time_of_day,day_of_week,actual_wait_time
518,14,10,0.6130582215606944,17,6,102.38072300063597
519,9,8,1.025588572767822,13,4,90.25179440356834
520,9,20,1.2482654699242388,11,6,317.8083886427112
521,7,15,0.7799530605754527,17,5,99.44401522337022
522,3,15,0.5225202173826151,10,1,28.738611956043833
523,1,10,0.6813781569233742,16,4,16.35307576616098
524,5,20,1.2520297198638177,12,3,130.21109086583704
525,4,8,1.330145092145391,17,1,51.87565859367025
526,13,20,0.982408100159483,13,6,298.6520624484828
527,10,8,1.1524571078244716,10,3,121.00799632156952
528,5,30,0.9683621556907791,19,0,178.17863664710336
529,7,20,0.5236272129950665,12,4,81.16221801423531
530,14,20,1.0431457519515568,18,6,335.8929321284013
531,13,10,0.6304397699859086,9,6,113.22698268946917
532,13,10,0.5014773346212756,15,2,66.19500817000838
533,3,10,0.8787506308275956,13,2,40.4225290180694
534,14,30,1.1161891848963683,14,4,479.96134950543836
535,12,10,1.2664535166339104,14,6,178.56994584538137
536,1,10,1.3141460156324651,11,4,32.85365039081163
537,13,10,1.0163799226449033,20,2,173.80096677227846
538,5,15,0.6309750105070681,12,1,47.323125788030104
539,14,10,1.2717252288938063,20,3,221.2801898275223
540,13,8,0.746638176399502,21,2,100.64682617865289
541,3,8,0.5108658519842847,19,0,22.375924316911668
542,10,10,1.2273524708938681,9,5,162.0105261579906
543,9,20,0.5424005835336394,20,3,120.95533012800159
544,9,10,0.8820003072064446,20,5,120.65764202584164
545,8,8,0.8390172584395894,20,3,77.86080158319389
546,13,20,1.3416020524912422,18,4,360.89095212014416
547,12,30,1.2787372312553034,19,4,575.4317540648865
548,3,10,1.07240105455814,17,4,48.2580474551163
549,9,15,0.540005271181552,15,1,77.76075905014348
550,2,8,0.6893254443703114,17,4,13.097183443035917
551,7,15,0.9924180842553798,9,0,131.99160520596553
552,1,10,0.9370800890257751,10,4,27.17532258174748
553,12,15,0.9512821158807085,9,2,218.79488665256298
554,10,8,1.0287202536521702,21,2,115.21666840904307
555,9,30,1.1064124089376415,19,3,361.79685772260876
556,8,30,1.268432792748969,11,3,383.0667034101886
557,14,30,1.3882363841826133,9,3,701.0593740122197
558,1,20,0.7700311147990527,11,3,19.250777869976318
559,3,15,0.7508639437354573,21,4,45.05183662412744
560,6,8,1.1132267598132957,14,5,68.79741375646167
561,6,10,0.9944719862095011,11,5,89.70137315609699
562,14,30,0.5321031482726064,16,2,227.20804431240293
563,4,15,1.2732350877080911,13,6,86.5799859641502
564,8,15,1.4044555541244583,17,5,191.00595536092632
565,12,10,1.0063377596168315,19,5,166.44826544062394
566,10,30,0.8751518751778757,19,2,317.6801306895689
567,13,15,1.1488836820702386,18,5,267.1154560813305
568,4,30,0.7033275865617964,15,5,97.7625345320897
569,13,30,1.1932300494421533,10,0,575.1368838311179
570,6,10,0.559590151645412,21,0,46.4459825865692
571,13,30,0.7993924577986772,9,1,375.7144551653783
572,5,20,0.8304697502692573,14,1,95.5040212809646
573,12,15,0.557505381540099,13,4,102.5809902033782
574,10,20,1.0843950365102777,11,4,260.25480876246667
575,2,8,0.9719453037911299,12,6,18.078182650515018
576,3,10,1.0125131135423238,13,3,36.45047208752366
577,12,20,0.8101628218855348,17,5,228.4659157717208
578,1,15,0.8595004713849015,19,3,25.785014141547045
579,10,30,1.1972103742037654,12,0,366.3463745063522
580,8,30,0.5837245031816449,10,0,175.11735095449347
581,9,8,1.1943488072797006,11,1,124.69001548000075
582,12,30,1.2361337992609065,15,4,453.6611043287527
583,14,20,1.1797227598237172,18,2,337.40070930958314
584,3,8,0.6336744735751009,17,4,25.980653416579134
585,9,30,0.795485181437055,21,3,267.2830209628505
586,13,30,0.8729105710232419,21,2,420.7428952332026
587,3,10,1.3117735832821,16,0,41.9767546650272
588,1,10,1.4407982305698241,17,5,43.22394691709472
589,8,8,1.4657068864349105,13,2,101.13377516400882
590,1,10,1.398582924459377,17,2,30.768824338106295
591,7,8,0.9066198978254956,9,1,61.8314770316988
592,3,8,1.1501303597846833,17,6,43.014875455947156
593,6,20,0.885447830079432,19,5,142.91127977482031
594,7,15,0.7356357399189241,15,0,91.21883174994659
595,10,30,1.0981700538348171,10,5,449.1515520184402
596,7,20,0.7324934067606682,11,4,129.65133299663827
597,8,8,1.0450935602376146,10,4,93.84940170933778
598,3,30,0.7948933632999365,16,1,74.71997615019403
599,5,10,0.5252435432607152,14,4,28.363151336078623
600,9,30,0.7389936817368865,17,3,209.1352119315389
601,3,20,0.8691406405603257,9,5,74.05078257573975
602,14,8,0.897435927666815,10,2,136.7692353764226
603,3,15,0.588162302016072,19,3,42.347685745157186
604,5,30,1.244788111443194,10,5,252.6919866229684
605,1,15,1.3136141732306694,15,3,36.78119685045874
606,1,8,1.2339334665890087,21,2,21.717229011966555
607,12,20,1.07988404792917,20,5,356.1457590070403
608,7,15,1.4566595547268344,16,4,176.25580612194696
609,7,8,0.7454169105876486,9,6,63.30080404710312
610,14,10,0.5710467237980865,12,6,89.65433563629958
611,14,8,1.3866846269829216,19,0,203.01062939029973
612,12,20,0.7837597693959841,19,3,228.07409289423137
613,5,30,0.6409933131594517,14,4,104.48191004499063
614,8,30,1.4520215672820456,17,2,365.9094349550755
615,6,30,1.0561891744448628,18,6,210.1816457145277
616,11,15,0.886308019559123,18,6,162.63752158909907
617,8,10,0.7325310176102614,17,5,73.9856327786364
618,8,15,1.26914888090359,14,1,156.10531235114158
619,2,8,1.2262153683765087,21,5,25.897668580111866
620,12,10,0.7393256656783936,11,4,116.8134551771862
621,9,8,1.3528004446184796,19,4,129.05716241660295
622,3,30,1.1059900357864727,16,2,108.38702350707433
623,2,30,1.2214991959840025,13,5,83.06194532691217
624,5,8,0.8974696399091271,14,4,48.46336055509286
625,8,30,0.7136540523378374,21,2,208.38698328264852
626,9,10,0.7770320042026879,20,0,83.91945645389029
627,4,8,0.6624413285805953,11,2,27.425071003236646
628,4,15,0.677630265826763,16,5,46.07885807621989
629,5,15,0.5040225995154715,9,3,47.88214695396979
630,5,8,1.2269202570190663,15,1,69.93445465008678
631,1,15,0.7885700703935691,19,0,29.177092604562056
632,13,30,1.2872828252111175,16,1,512.3385644340248
633,13,30,0.9733462806545734,20,5,512.7588206488292
634,13,15,1.0247796096865338,19,4,240.82320827633544
635,7,8,0.8042165400646256,20,1,63.69394997311835
636,8,15,0.6480107632086064,19,5,112.36506634037235
637,14,30,0.6808672916883819,15,2,290.04946625925066
638,3,30,1.372746634684435,14,1,142.76565000718125
639,6,20,1.0415594509732564,11,3,155.1923581950152
640,5,10,1.046586164045852,9,3,70.12127299107209
641,2,30,1.4086861698113546,10,2,118.32963826415379
642,12,8,1.2335112248694347,20,1,163.07018392773924
643,13,15,1.3001004627790351,15,2,263.9203939441441
644,3,8,1.445821178595184,19,6,60.26182672384727
645,10,15,0.8792610227860083,19,5,179.3692486483457
646,1,10,1.1587161959369823,14,0,23.174323918739645
647,9,10,1.2763130868677135,17,2,135.28918720797762
648,12,10,0.9900491282281301,12,6,149.49741836244763
649,11,10,1.4588457785168116,21,3,204.23840899235364
650,12,8,0.7903085975788503,10,1,94.99509342897781
651,5,8,1.3777097083369798,16,5,75.77403395853389
652,13,30,0.8338767517770231,10,0,403.5963478600792
653,9,20,1.275219570787437,16,1,252.4934750159125
654,10,15,1.3046915176711353,16,3,219.18817496875073
655,8,10,0.8725506957010035,20,4,84.63741748299734
656,13,10,1.3848621396266596,18,4,185.57152670997237
657,3,30,0.6215815622097418,15,2,60.914993096554696
658,12,20,1.0832776484578774,17,0,268.6528568175536
659,11,30,1.3023873015343037,16,3,451.9283936324034
660,9,15,1.461259831263881,16,3,222.1114943521099
661,9,20,0.5066989946539359,14,2,93.73931401097813
662,2,15,1.1422091979556774,14,6,59.39487829369523
663,11,30,0.8898061213140981,20,2,368.3797342240366
664,9,20,0.9540712566862606,15,2,171.7328262035269
665,6,20,0.5998821899469295,16,3,75.58515593331312
666,14,10,0.9838052183482707,10,1,178.068744521037
667,3,8,1.000912460955452,16,0,32.029198750574466
668,11,10,1.4162718741201359,13,4,174.20144051677673
669,6,30,1.2810961309686975,16,0,249.813745538896
670,4,10,1.3861703870444386,13,5,85.9425639967552
671,4,30,0.5893144383449125,17,4,77.78950586152845
672,7,8,0.9670601238752918,15,4,57.056547308642216
673,14,8,1.2915576445006953,14,2,145.94601382857857
674,3,20,0.5658046659570166,13,2,35.07988928933503
675,12,10,1.0729053667044917,12,0,143.76931913840187
676,10,15,1.1753400482151912,15,3,192.75576790729136
677,6,8,0.9776166753991538,21,2,69.01973728318025
678,8,20,0.9937560019108923,10,1,194.77617637453488
679,4,30,1.2577492335651124,16,1,162.2496511298995
680,8,10,0.9374696112381589,21,3,103.12165723619748
681,8,15,0.7611609457050577,12,1,91.33931348460692
682,5,8,0.5576158185545047,20,4,27.880790927725236
683,10,20,0.786464909631998,19,1,188.7515783116795
684,11,20,0.9174202662446587,20,4,246.78605161981318
685,5,8,0.9167606326190397,14,0,50.421834794047186
686,6,8,1.4750229887261668,11,4,101.18657702661503
687,6,30,1.163772561148949,15,6,233.9182847909387
688,11,15,1.238838091839745,21,2,263.8725135618657
689,4,30,1.247809917518269,19,4,190.91491738029518
690,8,10,0.9531046887898312,20,1,91.4980501238238
691,10,30,1.1190760864435971,9,6,459.9402715283184
692,11,10,1.2267223559996427,21,3,165.60751805995176
693,3,8,1.2999477394782795,16,5,51.21794093544421
694,2,10,1.228764084167259,15,3,24.575281683345178
695,7,20,0.8687004130273899,12,4,134.64856401924544
696,13,8,1.2668867643258626,12,1,136.82377054719316
697,9,8,0.9372916786491187,15,6,79.85725102090491
698,5,20,0.5906385182927171,12,5,68.51406812195518
699,7,8,0.992651750742886,11,4,84.5739291632939
700,1,20,0.5640012107159758,13,0,19.74004237505915
701,8,8,0.7454869240924716,11,3,66.94472578350396
702,3,15,0.5372853208859597,11,4,30.625263290499703
703,4,15,0.8461997403353007,10,2,64.31118026548285
704,14,30,0.6901211208494725,11,3,357.4827406000268
705,11,30,1.1608942398333295,9,5,525.4207329485649
706,3,15,1.22693541910694,16,0,63.80064179356088
707,2,20,0.604630462210788,13,2,24.789848950642305
708,10,30,0.5797060220928335,18,3,176.81033673831422
709,10,10,0.9826723555492994,20,4,131.67809564360613
710,9,30,0.807031847626923,18,6,243.72361798333077
711,4,20,1.148184212900572,17,3,91.85473703204576
712,2,8,1.2059547351559727,14,1,41.002460995303075
713,11,10,1.1799319316066184,21,0,172.2700620145663
714,9,15,0.838118921176234,9,6,160.24833772889593
715,9,8,0.508530718696238,9,1,46.98823840753239
716,1,20,0.9687509806033403,16,0,23.250023534480167
717,1,10,0.849979140009116,20,6,24.819390888266188
718,5,10,0.7687763502427177,16,3,50.73923911601937
719,1,20,1.0180084115018426,9,3,42.75635328307739
720,11,20,1.1859284337386762,21,6,355.06697306135965
721,7,15,0.6684412589226524,17,5,89.90534932509675
722,9,8,1.431215409439313,17,4,124.51574062122023
723,1,15,1.3087517142014211,9,1,45.80630999704974
724,4,20,1.1129888598084654,13,6,103.50796396218728
725,11,8,0.6314251682817886,21,5,76.50347338902151
726,4,10,1.1891412655474327,14,6,68.9701934017511
727,6,8,1.113556479225024,19,6,87.25828571207289
728,7,8,1.307278543829356,12,0,81.05126971742007
729,8,30,0.6077547232535848,13,6,166.52479417148223
730,6,10,1.1347343048898368,12,0,71.48826120805973
731,13,8,1.0130159112527484,21,6,149.19698340930478
732,3,10,0.6158637734595356,21,4,28.94559735259817
733,9,15,0.9824211360467735,9,3,168.97643540004503
734,10,10,1.426812468749548,20,2,192.619683281189
735,8,8,1.1806519380698282,21,2,94.21602465797228
736,11,8,1.156080791967406,19,6,147.00723350657535
737,5,20,0.7549558249007681,17,4,79.27036161458065
738,7,15,1.4272131128007868,14,5,180.54245876929951
739,13,15,0.6560059737559877,14,0,135.79323656748946
740,12,15,0.8705030733330064,17,3,158.43155934660714
741,14,15,1.199848789981826,15,5,299.9621974954565
742,12,15,0.5593523832571008,21,6,138.49565009445814
743,3,10,0.986899271184498,18,1,36.515273033826425
744,8,8,0.7196927042438765,17,6,62.90114235091482
745,1,30,1.212463116167494,20,6,62.56309679424269
746,4,30,1.0142742591868705,20,2,152.14113887803057
747,8,15,1.1353092663646431,17,3,153.2667509592268
748,10,15,1.481086112043442,20,3,271.0387585039499
749,11,8,1.2890711561977926,18,0,122.46175983879029
750,3,10,0.988658355530469,14,4,43.50096764334064
751,13,15,0.7138405142596039,21,0,167.03868033674732
752,8,8,1.3962886837922768,20,6,124.93991142573293
753,14,10,0.9842041220918926,10,5,191.72296298350068
754,2,20,1.1384965705637604,11,1,67.17129766326187
755,3,8,0.836890614544618,21,6,36.55538204330892
756,2,30,1.0809264206660547,12,5,72.42207018462567
757,5,15,1.2404745916710502,13,5,114.74389972957215
758,10,8,0.5978701981875395,12,3,52.61257744050348
759,12,15,0.7129483638919756,16,6,154.7097949645587
760,8,20,0.8473623902166035,17,4,144.0516063368226
761,5,15,1.1612797179546308,10,5,123.09565010319086
762,12,15,0.7431742510961212,20,2,164.24150949224278
763,11,15,0.8645279076610809,17,1,152.15691174835024
764,4,30,1.1214848789381187,15,1,148.03600401983167
765,8,8,1.0105867472344245,17,3,83.87870002045723
766,2,8,1.3063217487554832,21,2,25.08137757610528
767,12,15,1.0705264649119037,13,0,205.54108126308552
768,13,10,1.4508516051126366,10,3,235.0379600282471
769,2,15,1.2829506423761878,16,6,53.88392697979989
770,14,8,0.5191735212153761,21,1,71.85361533620805
771,12,30,1.368223135831346,18,2,504.87433712176664
772,3,8,1.134964911047045,19,5,54.1151269587231
773,12,15,1.1526039387448868,12,3,213.23172866780405
774,9,30,1.482947294189553,18,5,447.85008284524497
775,4,15,1.0882127085448348,19,1,96.8509310604903
776,14,20,0.8006342075810524,16,6,257.8042148410989
777,13,10,0.9240837275756882,12,2,120.13088458483948
778,4,30,1.281166114541516,18,2,171.67625934856315
779,3,15,1.3484147585622943,15,0,60.678664135303244
780,2,20,0.7712040612936701,15,0,42.41622337115186
781,8,8,0.605075614837634,21,0,51.31041213823136
782,3,15,1.3287808327556019,11,2,93.01465829289214
783,2,15,0.6768795147263315,19,6,38.31138053351036
784,1,8,1.1576358205480703,16,1,25.46798805205755
785,9,8,0.5026302726874363,21,0,45.437776650944244
786,5,10,1.007710468495758,11,6,67.5166013892158
787,8,15,1.4280179655909953,14,6,189.92638942360236
788,7,20,0.8913424775634777,20,6,171.85082967423853
789,6,8,1.1483491662863623,10,3,87.96354613753535
790,3,30,0.5177778030086275,16,3,47.63555787679373
791,11,15,1.1252396736009005,17,1,190.16550483855218
792,4,15,0.7585406764527967,14,1,45.5124405871678
793,8,30,0.5683337706571454,14,2,146.63011282954352
794,14,8,1.3624769582758414,19,5,212.32840917770713
795,8,30,1.0930482395596262,16,3,265.6107222129892
796,2,8,0.6499075874632876,11,1,13.12813326675841
797,3,10,1.1900354718058765,21,3,49.981489815846814
798,6,10,0.519750882135294,19,3,42.099821452958814
799,7,8,0.5157773649637635,9,4,43.42845412994889
800,5,30,1.3549526422511717,15,3,214.08251747568514
801,13,10,1.0423535004533477,16,4,137.5906620598419
802,10,20,1.3074501355137818,13,6,309.86568211676627
803,2,20,1.258176665906837,13,0,70.45789329078286
804,14,30,0.817250322249693,14,6,392.2801546798526
805,8,30,0.8877645971451072,15,0,223.71667848056703
806,7,20,0.8895652638491625,17,6,137.8826158966202
807,3,8,1.0098738793021305,9,5,43.10141716861493
808,4,10,0.66164805053178,19,1,43.0071232845657
809,10,10,0.6665548522931216,20,4,81.31969197976083
810,5,30,0.6028746857811877,18,5,100.07719783967717
811,7,8,0.9322362757237761,18,3,67.12101185211188
812,12,8,0.9954682149128644,14,0,98.55135327637358
813,4,30,1.0894055536397815,13,0,140.53331641953181
814,10,30,0.9903118873784332,12,3,305.01606131255744
815,1,15,0.8634682958257789,12,4,28.494453762250703
816,12,30,1.1018564620849864,12,2,409.89060389561496
817,4,8,0.8068099307514889,9,5,45.374990505463735
818,1,30,0.6157800276802387,9,6,33.00580948366079
819,8,15,1.0384629170007122,16,1,131.88479045909045
820,2,30,1.3025394961549117,18,2,87.27014624237908
821,14,8,0.7183071233726127,16,6,88.49543759950589
822,14,8,0.8171477536938007,13,4,99.69202595064368
823,10,15,1.4296196639194736,14,6,248.7538215219884
824,9,8,1.4251067751582256,9,3,135.95518635009472
825,3,30,1.3524122578743425,20,0,146.06052385042898
826,1,8,1.2755482462135437,13,0,10.20438596970835
827,6,20,1.1920662981348444,13,4,157.35275135379948
828,4,15,0.6464178328281039,9,2,53.652680124732626
829,8,8,0.9443507816538169,16,4,67.048905497421
830,5,20,1.0393847032495973,14,6,122.64739498345249
831,9,10,0.957350658744712,11,2,108.18062443815246
832,4,30,0.8065980395414032,9,4,125.8292941684589
833,4,15,1.2071585535730156,13,0,89.32973296440315
834,12,15,0.8006596724815166,10,3,181.74974565330427
835,2,10,0.7301828349717154,17,2,18.254570874292884
836,7,15,0.9711483281121535,16,4,118.48009602968273
837,6,20,1.1292361631507601,13,2,145.67146504644805
838,13,30,0.9132176721745624,16,0,357.0681098202539
839,4,15,0.5646641140875843,16,4,38.397159757955734
840,9,30,0.6851029307759604,10,3,227.45417301761884
841,10,8,1.4596932330857397,11,0,148.88870977474545
842,1,10,0.7624489857194794,11,6,19.21371444013088
843,7,15,1.3231681945910496,13,4,138.9326604320602
844,2,15,0.8407537893150742,18,4,27.744875047397446
845,8,30,0.5194825367315515,21,3,153.76683087253926
846,12,8,0.5288974523408155,9,1,61.98678141434358
847,13,10,0.9508335944974371,20,1,149.2808743360976
848,2,20,0.6242457548584818,13,6,35.58200802693346
849,10,20,1.0988042226316383,18,2,231.8476909752757
850,6,30,0.6506257098896433,16,0,124.26951058892188
851,1,8,1.47213785928522,14,0,14.721378592852199
852,2,10,0.9375507326211662,9,1,22.501217582907987
853,6,15,1.1816009972503903,10,6,149.8270064513495
854,10,15,1.027799143132634,18,6,188.08724319327203
855,11,8,0.7368339671162709,12,3,75.8938986129759
856,3,30,1.0671882135189583,9,3,132.33133847635082
857,13,15,0.9508281020796844,11,5,256.15309070026694
858,11,30,0.6045881468747922,13,0,205.55996993742937
859,3,15,1.3583192635047474,15,5,82.17831544203722
860,9,30,0.7973266616744525,9,0,265.5097783375927
861,13,8,0.5212979950190303,16,1,58.38537544213139
862,4,10,0.9622966697508831,19,6,66.20601087886075
863,5,20,0.8277452674025612,13,5,100.1571773557099
864,14,8,1.3266177760446314,13,3,171.13369310975744
865,9,20,1.197295083105696,9,4,262.20762320014745
866,2,20,0.645875511279058,14,3,37.46077965418536
867,14,30,1.1470466279068912,17,2,498.96528313949767
868,7,15,1.18402067529943,16,4,136.16237765943444
869,5,10,0.9541102182733567,12,0,50.56784156848791
870,5,10,0.977719508360444,11,6,69.41808509359151
871,3,8,0.9696947761051308,18,3,27.15145373094366
872,3,10,0.7195520148551443,10,5,32.811571877394584
873,1,20,0.7428483280123038,12,2,20.799753184344507
874,6,20,0.9857479405571526,20,1,159.69116637025874
875,11,30,1.4784062177533492,11,5,655.8209981953858
876,13,20,0.5739641807653721,16,5,171.61529004884628
877,8,10,0.7247150563555015,14,1,71.02207552283915
878,12,10,1.0067730557999033,13,5,150.0091853141856
879,9,8,0.841813512336108,18,3,60.610572888199776
880,11,8,0.9852974222104768,16,5,97.3473853143951
881,3,10,0.7311712479885303,14,1,21.935137439655907
882,1,30,1.1792567600697281,17,1,42.453243362510214
883,2,8,0.9760307051566284,10,1,33.38025011635669
884,2,8,1.014400829466814,14,1,17.24481410093584
885,5,8,1.16141696885514,13,4,47.61809572306073
886,7,10,1.1076747990735407,18,0,80.86026033236847
887,10,15,1.1322002452223046,14,6,187.94524070690255
888,6,30,0.6866822082605593,19,5,176.20265463965953
889,8,30,1.2995831151897104,10,4,378.1786865202057
890,8,20,1.053555972710393,18,3,176.997403415346
891,2,30,0.5783706412401576,19,0,41.642686169291345
892,7,15,0.6224548966274949,21,4,78.42931697506435
893,5,30,1.484718822398245,21,6,311.79095270363143
894,5,10,1.3518729800404987,12,2,83.81612476251092
895,14,20,1.1406794470072388,11,6,438.70531531898405
896,11,30,0.8032470075402964,19,1,320.49555600857826
897,8,30,0.8311044876205944,9,3,254.3179732119019
898,12,30,0.9091687849950062,16,3,331.8466065231773
899,2,10,0.8118209228445085,13,1,30.849195068091323
900,7,20,1.1321614085120486,18,4,175.48501831936753
901,10,8,0.5615678647843926,21,0,62.33403299106757
902,9,10,0.5456278816593062,20,3,62.20157850916091
903,4,20,0.9498223257075177,10,6,110.74928317749655
904,12,30,1.109195929075378,19,5,547.0554322199764
905,3,15,1.0618188336467416,21,6,65.19567638590993
906,8,15,0.5288054955110888,20,4,79.8496298221744
907,9,20,1.2612842960042174,21,4,291.35667237697425
908,8,30,1.4998506207240658,15,0,382.46190828463676
909,7,20,0.7579843994183223,17,2,111.42370671449338
910,12,10,0.902018995653809,15,5,119.06650742630279
911,8,20,1.154698939500492,11,5,253.11000753850786
912,14,10,1.3210404615212759,20,2,227.21895938165946
913,3,10,0.5207848931993933,15,0,18.227471261978764
914,4,8,1.3607826782453798,15,5,50.621115630728134
915,12,8,0.5960635734182003,20,2,79.39566797930426
916,8,8,0.7564855133097811,20,6,73.74220783743746
917,14,20,1.4533438587284366,10,5,545.8759533384008
918,4,10,1.1000843512551999,16,1,47.3036271039736
919,13,20,1.4628522457508657,9,2,466.64986639452616
920,10,10,0.9742148432645084,10,2,122.75107025132806
921,3,30,1.3070847245917427,20,1,149.00765860345868
922,13,30,0.6585787587291367,16,1,268.7001335614878
923,7,10,1.0618749632900244,16,3,79.64062224675183
924,10,15,0.551517061858253,16,6,94.86093463961951
925,9,15,1.3542945548402492,10,2,226.1671906583216
926,3,20,0.5746489026934499,12,6,48.27050782624979
927,2,8,0.7957425848683235,21,4,16.869742799208456
928,7,30,1.2380608937441333,14,6,295.89655360484784
929,14,30,0.5179945269971221,15,2,220.1476739737769
930,4,10,0.7248207689896805,19,4,43.48924613938083
931,2,10,0.5732266188736798,16,2,12.037758996347275
932,13,8,1.0530954670987995,11,1,133.53250522812777
933,7,30,1.0476094367459639,16,0,233.61690439434994
934,14,15,0.6473297023729149,15,3,137.88122660543087
935,8,15,0.5700382300345356,19,1,82.65554335500765
936,12,30,1.4918652512151103,17,1,563.9250649593117
937,12,15,1.324353102065502,19,3,300.62815416886895
938,8,20,1.1919340752381067,16,5,214.5481335428592
939,13,8,0.8945561791953336,17,1,110.03041004102603
940,6,15,1.192505898202661,11,6,152.40225379030008
941,7,8,0.8182046450693843,13,5,61.03806652217606
942,8,15,0.8705357353552557,17,2,116.65178853760428
943,12,8,1.3782085944500668,11,2,182.1991761862988
944,5,8,0.6884825391586693,20,3,35.80109203625081
945,10,15,0.6966379649805396,18,5,117.03517811673066
946,11,10,0.820258083237999,10,4,116.47664781979586
947,1,20,0.8522515703869518,11,4,21.306289259673793
948,8,10,0.5389393134056395,18,6,56.049688594186506
949,1,10,0.9275052620044298,17,3,19.477610502093025
950,7,8,1.2793953564595215,12,4,88.27827959570699
951,4,30,1.0616509287657159,12,2,140.1379225970745
952,13,30,1.36737514960693,10,3,657.7074469609333
953,9,20,0.590815731453777,15,3,110.4825417818563
954,4,30,1.4043019954626161,19,3,226.09262126948119
955,2,20,1.4474886316848268,9,3,92.63927242782891
956,1,15,1.3046631422031751,13,4,28.702589128469853
957,5,30,1.276476067989627,21,2,248.91283325797727
958,1,30,1.4696230773502479,10,0,54.37605386195917
959,11,15,0.5342668598597426,15,3,92.96243361559522
960,11,8,1.4503840018904566,12,5,163.6033154132435
961,5,30,1.1793420951997402,20,6,244.12381370634623
962,12,15,1.1804268642268332,16,1,214.83768928928365
963,12,10,0.714825152239625,15,3,90.06796918219274
964,14,20,1.2777447932586474,13,0,359.04628690567995
965,2,8,1.0123556503743292,17,5,17.817459446588195
966,12,8,0.5949307485973472,13,6,64.6094792976719
967,14,10,1.224147730476678,15,6,200.76022779817518
968,8,15,1.4398405992076726,16,1,182.8597560993744
969,7,15,1.1507920268120646,18,6,134.06727112360554
970,9,8,0.7748860003229111,11,4,77.02366843209737
971,3,10,0.8936312485400357,12,2,43.78793117846175
972,13,20,0.6471655845856015,21,6,226.63738772187762
973,11,8,1.074393875995141,9,4,113.45599330508689
974,10,15,1.1495132020033616,20,1,214.95896877462863
975,3,10,0.9594658267947365,18,4,31.662372284226304
976,1,15,0.5521809714008121,10,3,16.01324817062355
977,2,30,1.388715194502812,17,2,87.48905725367716
978,2,10,0.8045181334270973,16,3,20.11295333567743
979,1,8,1.0898855961064786,12,0,20.707826326023095
980,12,10,1.1301414599846216,15,0,153.69923855790853
981,14,20,1.2548158666811071,20,1,444.20481680511193
982,10,8,0.5743978003515692,17,2,49.39821083023495
983,2,30,0.6664306819443389,18,0,52.64802387360277
984,6,20,1.2989315963864434,21,4,194.83973945796652
985,2,8,0.7778215764020132,21,2,19.60110372533073
986,1,30,1.2005421737479773,13,3,52.823855644911006
987,9,15,1.07322299347307,14,2,157.7637800405413
988,12,30,1.3651672882680643,16,6,546.0669153072257
989,2,8,1.206347480302627,13,0,20.50790716514466
990,13,30,0.5774948927904562,16,3,233.3079366873443
991,8,15,1.2092396177958566,11,1,178.96746343378678
992,14,15,1.1429343607053575,14,6,269.7325091264644
993,4,10,1.0624178924964116,19,2,64.8074914422811
994,14,8,0.6482217060192006,19,2,87.12099728898056
995,11,30,1.1387370462426358,20,3,454.3560814508117
996,11,8,0.9921885491428365,13,2,98.22666636514082
997,9,30,0.5220515592784262,17,1,149.82879751290832
998,9,30,0.7710217776005192,19,2,256.7502519409729
999,11,20,1.4841677568203118,21,1,418.53530742332794
1000,10,8,1.4249931978957293,12,0,122.54941501903272
1001,6,10,0.7498139499634254,13,3,57.73567414718376
1002,1,30,0.6980278033966728,11,4,30.01519554605693
1003,2,30,0.7783274030991416,11,2,65.37950186032789
1004,14,15,1.2452972358654524,9,3,320.04138961742126
1005,4,10,1.4424325844485115,14,2,63.46703371573451
1006,13,15,1.2819643893707826,18,5,287.8010054137407
1007,13,8,0.9981664108241134,12,4,106.80380595818013
1008,12,15,1.4677500366597016,15,5,305.29200762521793
1009,3,20,0.8551385867158905,15,5,68.41108693727124
1010,13,30,0.6230393227401876,18,6,269.7760267465012
1011,7,30,1.373883941481185,18,3,303.6283510673419
1012,1,8,0.7162583518152771,19,6,10.428721602430434
1013,8,15,0.7747659074039792,21,0,119.3139497402128
1014,10,30,1.2212577937251803,12,5,410.34261869166056
1015,8,30,0.8007985231117998,21,0,238.63795988731633
1016,8,20,1.4562168297023805,9,1,295.61201642958326
1017,14,15,1.1470096812838058,21,1,292.48746872737047
1018,6,8,1.0828880241096237,13,0,72.55349761534478
1019,2,15,1.4172074802785393,10,5,58.955831179587236
1020,13,15,0.5263648745187011,9,5,138.64450794822585
1021,6,20,1.1955468686083148,14,5,176.9409365540306
1022,12,30,1.2843309895850683,20,2,563.821304427845
1023,2,10,1.1826517605950126,21,2,48.48872218439552
1024,6,30,0.5104444337857648,15,1,98.5157757206526
1025,8,10,0.7674047040036974,10,3,82.87970803239932
1026,2,15,1.1289253894444964,10,2,56.44626947222482
1027,6,15,0.5257405178724132,9,6,70.34408129132889
1028,14,8,0.6963590030619492,10,4,104.73239406051717
1029,3,15,0.7575360912690191,12,2,34.84666019837488
1030,14,30,1.3329009975071502,12,4,567.815824938046
1031,3,10,1.3914805059723354,14,3,59.83366175681042
1032,7,30,1.0287529345434292,20,3,264.3895041776613
1033,2,10,0.58809401214961,17,3,14.70235030374025
1034,2,15,0.7252932119881036,15,3,27.561142055547936
1035,7,15,0.9753071376160863,15,4,108.25909227538558
1036,2,30,1.081560873647672,16,0,81.1170655235754
